Marka,Model,Motor Hacmi,Güç,Yıl,Kilometre,Yakıt Tipi,Vites Türü,Garanti Durumu,Fiyat
Alfa Romeo, Tonale,1.6 130hp Ti Diesel Dct,2023,14950, Dizel, Tiptronic, DS Garantisi,1569950
Volvo, Xc90,B5 Awd Mild Hybrid Plus Bright,2022,48925, Hibrit, Tiptronic, Garantisiz,4989000
Volvo, Xc90,B5 Awd 7-k Inscription Dizel/elektr Gear,2022,69600, Hibrit, Tiptronic, Garantisiz,4899000
Volkswagen, Touareg,3.0 V6 Tdi Scr 286 Ps 4m Tiptr Elegance,2022,10114, Dizel, Tiptronic, DS Garantisi,7295000
Volkswagen, Touareg,3.0 V6 Tdi Scr 286 Ps 4m Tiptr R-line,2022,16935, Dizel, Tiptronic, DS Garantisi,6559000
Volkswagen, Touareg,3.0 V6 Tdi Scr 286 Ps 4m Tiptr Elegance,2022,6005, Dizel, Tiptronic, Garantisiz,6550000
Volkswagen, Golf R,2.0 Tsi 320ps R 4m Dsg,2022,14704, Benzin, Tiptronic, Garantisiz,3060000
Volkswagen, Passat Alltrack,2.0 Tdi 200ps Scr Alltrack 4m Dsg,2022,39736, Dizel, Tiptronic, DS Garantisi,2475000
Volkswagen, Passat Alltrack,2.0 Tdi 200ps Scr Alltrack 4m Dsg,2022,86950, Dizel, Tiptronic, 3 Ay DOD Garantili,2335000
Volkswagen, Passat,1.5 Tsi Act 150 Ps Elegance Dsg,2022,57677, Benzin, Tiptronic, Garantisiz,2275000
Volkswagen, Tiguan Allspace,1.5 Tsi Act 150 Ps R-line Dsg,2022,36322, Benzin, Tiptronic, DS Garantisi,2156000
Volkswagen, Passat,1.5 Tsi Act 150 Ps Elegance Dsg,2022,78872, Benzin, Tiptronic, Garantisiz,1985000
Volkswagen, Tiguan,1.5 Tsi Act 150 Ps Elegance Dsg,2022,78977, Benzin, Tiptronic, Garantisiz,1885000
Volkswagen, Tiguan,1.5 Tsi Act 150 Ps Life Dsg,2022,26900, Benzin, Tiptronic, 3 Ay DOD Garantili,1775000
Volkswagen, Caravelle,Comfortline 2.0 Tdi 8+1 Uzun 150 Ps Dsg,2022,81582, Dizel, Tiptronic, Garantisiz,1739750
Volkswagen, Caravelle,Comfortline 2.0 Tdi 8+1 Uzun 150 Ps Dsg,2022,28772, Dizel, Tiptronic, Garantisiz,1725000
Volkswagen, T-roc,1.5 Tsi 150ps R-line Dsg,2022,30457, Benzin, Tiptronic, Garantisiz,1698000
Volkswagen, Passat,1.5 Tsi Act 150 Ps Impression Dsg,2022,41039, Benzin, Tiptronic, DS Garantisi,1675000
Volkswagen, T-roc,1.5 Tsi 150ps Sytle Dsg,2022,13220, Benzin, Tiptronic, Garantisiz,1639900
Volkswagen, T-roc,1.5 Tsi 150ps R-line Dsg,2022,69675, Benzin, Tiptronic, Garantisiz,1639500
Volkswagen, T-roc,1.5 Tsi 150ps Sytle Dsg,2022,27440, Benzin, Tiptronic, DS Garantisi,1635000
Volkswagen, T-roc,1.5 Tsi 150ps Sytle Dsg,2022,25518, Benzin, Tiptronic, Garantisiz,1628500
Volkswagen, T-roc,1.5 Tsi 150ps Sytle Dsg,2022,24829, Benzin, Tiptronic, DS Garantisi,1625000
Volkswagen, Taigo,1.5 Tsi 150ps R-line Dsg,2022,38701, Benzin, Tiptronic, 3 Ay DOD Garantili,1550000
Volkswagen, T-roc,1.5 Tsi 150ps Sytle Dsg,2022,43250, Benzin, Tiptronic, Garantisiz,1549900
Volkswagen, Golf,1.0 Etsi 110ps Style Dsg,2022,46578, Hibrit, Tiptronic, Garantisiz,1549000
Volkswagen, Taigo,1.0 Tsi 110ps Style Dsg,2022,27527, Benzin, Tiptronic, Garantisiz,1539900
Volkswagen, Taigo,1.5 Tsi 150ps Style Dsg,2022,10044, Benzin, Tiptronic, DS Garantisi,1519000
Volkswagen, T-roc,1.5 Tsi 150ps R-line Dsg,2022,21881, Benzin, Tiptronic, DS Garantisi,1519000
Volkswagen, T-roc,1.5 Tsi 150ps Life Dsg,2022,47739, Benzin, Tiptronic, Garantisiz,1459900
Volkswagen, T-roc,1.5 Tsi 150ps Life Dsg,2022,50387, Benzin, Tiptronic, Garantisiz,1459500
Volkswagen, Golf,1.0 Etsi 110ps Life Dsg,2022,44470, Hibrit, Tiptronic, Garantisiz,1430000
Volkswagen, Taigo,1.0 Tsi 110ps R-line Dsg,2022,61721, Benzin, Tiptronic, Garantisiz,1429500
Volkswagen, Caddy,2.0 Tdi 122 Ps Style Dsg,2022,19500, Dizel, Tiptronic, Garantisiz,1425000
Volkswagen, T-cross,1.0 Tsi 110ps Style Dsg,2022,31600, Benzin, Tiptronic, Garantisiz,1415000
Volkswagen, Golf,1.0 Etsi 110ps Life Dsg,2022,30728, Hibrit, Tiptronic, Garantisiz,1380000
Volkswagen, Taigo,1.0 Tsi 110ps R-line Dsg,2022,36661, Benzin, Tiptronic, Garantisiz,1350000
Volkswagen, Golf,1.0 Etsi 110ps Style Dsg,2022,23251, Hibrit, Tiptronic, Garantisiz,1329750
Volkswagen, Caddy,2.0 Tdi 122 Ps Style Dsg,2022,91523, Dizel, Tiptronic, Garantisiz,1308000
Volkswagen, T-cross,1.0 Tsi 110ps Style Dsg,2022,30870, Benzin, Tiptronic, 3 Ay DOD Garantili,1298000
Volkswagen, Caddy,2.0 Tdi 122 Ps Style Dsg,2022,35800, Dizel, Tiptronic, DS Garantisi,1295000
Volkswagen, T-cross,1.0 Tsi 110ps Style Dsg,2022,45451, Benzin, Tiptronic, Garantisiz,1289500
Volkswagen, Caddy,2.0 Tdi 122 Ps Style Dsg,2022,78858, Dizel, Tiptronic, Garantisiz,1285000
Volkswagen, Taigo,1.0 Tsi 110ps Life Dsg,2022,31345, Benzin, Tiptronic, Garantisiz,1235000
Volkswagen, Taigo,1.0 Tsi 110ps Life Dsg,2022,25824, Benzin, Tiptronic, DS Garantisi,1235000
Volkswagen, Caddy,2.0 Tdi 122 Ps Style Dsg,2022,126025, Dizel, Tiptronic, Garantisiz,1208000
Volkswagen, Caddy,2.0 Tdi 122 Ps Life Dsg,2022,64457, Dizel, Tiptronic, Garantisiz,1205000
Volkswagen, Polo,1.0 Tsi 95 Ps Life Dsg,2022,30184, Benzin, Tiptronic, Garantisiz,1140000
Volkswagen, Polo,1.0 Tsi 95 Ps Life Dsg,2022,40239, Benzin, Tiptronic, Garantisiz,1129500
Volkswagen, Caddy,2.0 Tdi 122 Ps Impression Dsg,2022,76056, Dizel, Tiptronic, DS Garantisi,1123000
Volkswagen, Polo,1.0 Tsi 95 Ps Life Man,2022,32077, Benzin, Manuel, 3 Ay DOD Garantili,988000
Toyota, Corolla,1.5 Flame X-pack Multidrive S,2022,30744, Benzin,Bilinmiyor, Garantisiz,1299500
Toyota, Corolla,1.5 Flame X-pack Multidrive S,2022,29450, Benzin,Bilinmiyor, 3 Ay DOD Garantili,1225000
Skoda, Karoq,1.5 Tsi 150 Ps Act Dsg Prestige,2022,11700, Benzin, Tiptronic, Garantisiz,1947000
Skoda, Karoq,1.5 Tsi 150 Ps Act Dsg Sportline,2022,46856, Benzin, Tiptronic, 3 Ay DOD Garantili,1925000
Skoda, Superb,1.5 Tsi 150 Ps Dsg Act Prestige,2022,81992, Benzin, Tiptronic, Garantisiz,1899500
Skoda, Karoq,1.5 Tsi 150 Ps Act Dsg Sportline,2022,73924, Benzin, Tiptronic, 3 Ay DOD Garantili,1845000
Skoda, Superb,1.5 Tsi 150 Ps Dsg Act Prestige,2022,85580, Benzin, Tiptronic, 3 Ay DOD Garantili,1795000
Skoda, Superb,1.5 Tsi 150 Ps Dsg Act Premium,2022,85205, Benzin, Tiptronic, Garantisiz,1679500
Skoda, Kamiq,1.5 Tsi 150 Ps Dsg Premium,2022,10950, Benzin, Tiptronic, DS Garantisi,1470000
Skoda, Octavia,1.0 Tsi E-tec 110 Ps Dsg Elite,2022,48113, Hibrit, Tiptronic, DS Garantisi,1385000
Skoda, Kamiq,1.5 Tsi 150 Ps Dsg Premium,2022,71660, Benzin, Tiptronic, Garantisiz,1359900
Skoda, Octavia,1.0 Tsi E-tec 110 Ps Dsg Elite,2022,61412, Hibrit, Tiptronic, Garantisiz,1240000
Skoda, Octavia,1.0 Tsi E-tec 110 Ps Dsg Elite,2022,98017, Hibrit, Tiptronic, Garantisiz,1142000
Skoda, Fabia,1.0 Tsi 110 Ps Dsg Premium,2022,15317, Benzin, Tiptronic, DS Garantisi,1110000
Skoda, Fabia,1.0 Tsi 110 Ps Dsg Premium,2022,57172, Benzin, Tiptronic, 3 Ay DOD Garantili,1080000
Skoda, Fabia,1.0 Tsi 110 Ps Dsg Premium,2022,37055, Benzin, Tiptronic, Garantisiz,1075000
Seat, Arona,1.0 Eco Tsi 110 Hp Dsg Xperience,2022,53473, Benzin, Tiptronic, Garantisiz,1205000
Renault, Megane,Sedan Joy 1.5 Blue Dci 115 Bg Edc,2022,51763, Dizel, Tiptronic, Garantisiz,1155000
Renault, Megane,Sedan Joy 1.3 Tce 140 Bg Edc,2022,43521, Benzin, Tiptronic, 3 Ay DOD Garantili,1113000
Renault, Taliant,Joy 1.0 Turbo X-tronic 90 Bg,2022,35486, Benzin, Otomatik, DS Garantisi,800000
Porsche, 911,Carrera 4 Gts,2022,1434, Benzin, Tiptronic, Garantisiz,24500000
Porsche, Cayenne,E-hybrid Platinum Edition,2022,14369, Hibrit, Tiptronic, Garantisiz,15500000
Porsche, Taycan,4s Sport Turismo,2022,13622,Bilinmiyor, Otomatik, DS Garantisi,6300000
Porsche, Macan,Macan,2022,20636, Benzin, Tiptronic, Garantisiz,5256000
Porsche, Macan,Macan,2022,34561, Benzin, Tiptronic, Garantisiz,4989000
Peugeot, 5008,Gt 1.5 Bluehdi 130hp Eat8,2022,11000, Dizel, Tiptronic, Garantisiz,1899750
Peugeot, 2008,Active Skypack 1.2 Puretech 130hp Eat8,2022,53285, Benzin, Tiptronic, Garantisiz,1320000
Peugeot, 208,Allure Selection 1.2 Puretech 130hp Eat8,2022,31710, Benzin, Tiptronic, DS Garantisi,1073000
Opel, Grandland,1.5 Dizel At-8 130hp Ultimate,2022,43800, Dizel, Tiptronic, Garantisiz,1399990
Opel, Grandland,1.5 Dizel At-8 130hp Elegance,2022,60800, Dizel, Tiptronic, Garantisiz,1399990
Opel, Astra,Hb 1.2 130hp Benzin At8 Gs,2022,60000, Benzin, Tiptronic, DS Garantisi,1375000
Opel, Mokka,1.2 Turbo 130hp Gs,2022,10194, Benzin, Tiptronic, Garantisiz,1349500
Opel, Mokka,1.2 Turbo 130hp Ultimate,2022,30850, Benzin, Tiptronic, Garantisiz,1320000
Opel, Crossland,1.2 Benzinli At-6 130hp Essential,2022,44435, Benzin, Tiptronic, Garantisiz,965000
Opel, Combo,1.5 Dizel 130hp At-8 Life Ultimate,2022,53837, Dizel, Tiptronic, Garantisiz,940000
Kia, Sportage,Elegance Konfor 1.6l 136 Ps Dct 4x4,2022,28128, Hibrit, Tiptronic, Garantisiz,1985000
Kia, Stonic,1.4l 100ps Otomatik Benzinli Cool,2022,75393, Benzin, Otomatik, Garantisiz,985000
Hyundai, Santa Fe,1.6 T-gdi Hev 230 Ps 4x4 Pr. Hibrit Otm.,2022,107085, Hibrit, Tiptronic, DS Garantisi,2325000
Hyundai, Tucson,1.6 Crdi 136 Ps 4x2 Elite Dizel Dct,2022,72982, Dizel, Tiptronic, Garantisiz,1748000
Hyundai, Tucson,1.6 T-gdi 180 Ps 4x2 Comfort Benzin Dct,2022,7142, Benzin, Tiptronic, Garantisiz,1618000
Hyundai, Bayon,1.4 Mpi 100 Ps Jump Benzin Otomatik,2022,20554, Benzin, Tiptronic, Garantisiz,999990
Hyundai, Bayon,1.4 Mpi 100 Ps Jump Benzin Otomatik,2022,50934, Benzin, Tiptronic, Garantisiz,999500
Hyundai, I20,1.4 Mpi 100 Ps Jump Benzin Otomatik,2022,100267, Benzin, Tiptronic, Garantisiz,835000
Honda, Cr-v,1.5 Executive Otomatik Benzinli,2022,60541, Benzin, Otomatik, Garantisiz,1988000
Honda, Accord,1.5l Vtec Turbo Executive+ Cvt,2022,40720, Benzin, Otomatik, Garantisiz,1685000
Honda, Hr-v,1.5l E:hev Hybrid Style Cvt,2022,53200, Hibrit, Otomatik, DS Garantisi,1680000
Ford, Ranger,2.0l Ecoblue 213ps 4wd At Wildtrak Eu6.2,2022,33497, Dizel, Tiptronic, Garantisiz,1690000
Ford, Puma,Style 1.0lt Ecoboost 125ps 7 Otomatik,2022,31700, Benzin, Tiptronic, DS Garantisi,1189000
Ford, Tourneo Courier,1.5 L Tdci 100ps Eu6.2 Titanium Mca,2022,82835, Dizel, Manuel, Garantisiz,765000
Fiat, Egea,1.6 Mjet 130hp Cross Street Dct,2022,78322, Dizel, Tiptronic, Garantisiz,1048000
Fiat, Egea,1.6 Mjet 130 Hp Easy Plus Dct,2022,54092, Dizel, Tiptronic, Garantisiz,929500
Fiat, Egea,1.6 Mjet 130hp Easy Dct,2022,40154, Dizel, Tiptronic, Garantisiz,926500
Fiat, Egea,1.6 Mjet 130 Hp Easy Plus Dct,2022,49465, Dizel, Tiptronic, 3 Ay DOD Garantili,918000
Fiat, Egea,1.3 Mjet Ii Ds 95 Hp Easy,2022,50264, Dizel, Manuel, DS Garantisi,810000
Fiat, Egea,1.3 Mjet Ii Ds 95 Hp Easy,2022,29131, Dizel, Manuel, DS Garantisi,805000
Fiat, Egea,1.4 Fire Bz 95 Hp Cross Urban,2022,37746, Benzin, Manuel, Garantisiz,795000
Fiat, Egea,1.4 Fire Bz 95 Hp Easy Plus Paketli,2022,29539, Benzin, Manuel, DS Garantisi,740750
Fiat, Egea,1.3 Mjet Ii Ds 95 Hp Easy,2022,61638, Dizel, Manuel, DS Garantisi,724900
Fiat, Egea,1.4 Fire Bz 95 Hp Easy,2022,16262, Benzin, Manuel, DS Garantisi,718000
Fiat, Egea,1.4 Fire Bz 95 Hp Easy Plus Paketli,2022,53000, Benzin, Manuel, DS Garantisi,715000
Fiat, Egea,1.3 Mjet Ii Ds 95 Hp Easy,2022,53930, Dizel, Manuel, DS Garantisi,714900
Dacia, Duster,Essential 1.3 Tce 150 Bg 4x4,2022,23631, Benzin, Manuel, Garantisiz,960000
Dacia, Sandero Stepway,Stepway Expression 1.0 Tce 90bg Cvt,2022,24937, Benzin, Otomatik, DS Garantisi,945000
Dacia, Duster,Comfort 1.3 Turbo 150 Bg Edc 4x2,2022,34742, Benzin, Tiptronic, Garantisiz,937000
Dacia, Duster,Comfort 1.3 Turbo 150 Bg Edc 4x2,2022,33157, Benzin, Tiptronic, Garantisiz,927000
Dacia, Duster,Comfort 1.3 Turbo 150 Bg Edc 4x2,2022,33938, Benzin, Tiptronic, Garantisiz,915000
Dacia, Duster,Comfort 1.3 Turbo 150 Bg Edc 4x2,2022,33504, Benzin, Tiptronic, Garantisiz,910000
Dacia, Duster,Comfort 1.3 Turbo 150 Bg Edc 4x2,2022,41836, Benzin, Tiptronic, Garantisiz,905000
Dacia, Jogger,Expression Turbo 110 Bg 7 Koltuklu,2022,88853, Benzin, Manuel, DS Garantisi,875500
Cupra, Formentor,1.5 Tsi Act 150 Hp Dsg,2022,16541, Benzin, Tiptronic, DS Garantisi,1889000
Citroen, Ds 9,1.6 Performance Line Puretech 225 Otomat,2022,14805, Benzin, Tiptronic, Garantisiz,1930000
Citroen, C5 Aircross,Shine Bold 1.5 Bluehdi 130hp S&s Eat8,2022,38767, Dizel, Tiptronic, Garantisiz,1649500
Citroen, C4,1.2 Puretech 130hp Shine Bold Eat8,2022,28397, Benzin, Tiptronic, Garantisiz,1349500
Citroen, C4,1.2 Puretech 130hp Feel Bold Eat8,2022,44000, Benzin, Tiptronic, Garantisiz,1219950
Citroen, C3,Feel Bold 1.2 Puretech 110hp Eat6,2022,71021, Benzin, Tiptronic, DS Garantisi,889500
Citroen, Jumper,Van L3h2 2.2bhdi 140 13m3.5teu6.2,2022,102224, Dizel, Manuel, Garantisiz,868000
Citroen, C-elysee,Feel 1.5 Bluehdi 100hp,2022,48856, Dizel, Manuel, Garantisiz,750000
Bmw, 5 Serisi,1.6 520i M Sport A,2022,53390, Benzin, Tiptronic, Garantisiz,3189650
Bmw, 3 Serisi,1.6 320i Ed Auto 50th Year Edition,2022,26234, Benzin, Tiptronic, Garantisiz,2985000
Bmw, 3 Serisi,1.6 320i M Sport,2022,23265, Benzin, Tiptronic, Garantisiz,2749750
Bmw, X1,1.5 Sdrive18i 136 Hp X Line Auto,2022,67365, Benzin, Tiptronic, Garantisiz,2549950
Bmw, 3 Serisi,1.6 320i A Sport Line,2022,26895, Benzin, Tiptronic, Garantisiz,2499950
Bmw, X1,1.5 Sdrive18i 140hp X Line Auto,2022,20465, Benzin, Tiptronic, Garantisiz,2499000
Bmw, 2 Serisi,1.5 218i Grancoupe M Sport,2022,29900, Benzin, Tiptronic, Garantisiz,1949990
Audi, Q8,50 Tdi 286 Hp Quattro Tiptronic,2022,12868, Hibrit, Tiptronic, DS Garantisi,9995500
Audi, A8,50 Tdi 286hp Quattro Tiptronic Lwb,2022,105743, Hibrit, Tiptronic, DS Garantisi,9340000
Audi, Q8,55 Tfsi 340 Hp Quattro Tiptronic,2022,34000, Hibrit, Tiptronic, DS Garantisi,8138000
Audi, Q7,55 Tfsi 340 Hp Qtr Tiptronic S Line Pi,2022,32000, Hibrit, Tiptronic, DS Garantisi,7325000
Audi, A7,Sportback 45 Turbo Fsi Qtr 265hp,2022,72291, Benzin, Tiptronic, Garantisiz,5595750
Audi, E-tron,S Line 55 Quattro,2022,16675,Bilinmiyor, Otomatik, DS Garantisi,3900000
Audi, E-tron Sportback,Advanced 55 Quattro,2022,17988,Bilinmiyor, Otomatik, DS Garantisi,3530000
Audi, A4,40 Tdi 204 Hp Qtr Str S Line Avant,2022,44810, Hibrit, Tiptronic, Garantisiz,2715000
Audi, Q3 Sportback,Sportback 35 Tfsi 150hp Str S Line,2022,9639, Hibrit, Tiptronic, Garantisiz,2695000
Audi, Q3 Sportback,Sportback 35 Tfsi 150hp Str S Line,2022,15667, Hibrit, Tiptronic, Garantisiz,2597000
Audi, Q3,35 Tfsi 150hp Str Advanced,2022,25091, Hibrit, Tiptronic, DS Garantisi,2510000
Audi, Q3,35 Tfsi 150hp Str Advanced,2022,33990, Hibrit, Tiptronic, DS Garantisi,2450000
Audi, Q3,35 Tfsi 150hp Str Advanced,2022,15841, Hibrit, Tiptronic, Garantisiz,2310000
Audi, Q3,35 Tfsi 150hp Str Advanced,2022,25546, Hibrit, Tiptronic, DS Garantisi,2300000
Audi, Q3,35 Tfsi 150hp Str Advanced,2022,40173, Hibrit, Tiptronic, Garantisiz,2300000
Audi, Q3,35 Tfsi 150hp Str S Line,2022,60332, Hibrit, Tiptronic, Garantisiz,2274000
Audi, Q3,35 Tfsi 150hp Str Advanced,2022,52000, Hibrit, Tiptronic, Garantisiz,2249990
Audi, A3,Sback 35 Tfsi 150 Hp Advanced Str,2022,9400, Hibrit, Tiptronic, 3 Ay DOD Garantili,1963000
Audi, A3,Sedan 35 Tfsi 150 Hp Advanced Str,2022,50510, Hibrit, Tiptronic, Garantisiz,1790000
Audi, A3,Sback 35 Tfsi 150 Hp Advanced Str,2022,26650, Hibrit, Tiptronic, Garantisiz,1789500
Volvo, Xc90,B5 Awd 7-k Inscription Dizel/elektr Gear,2021,53675, Hibrit, Tiptronic, Garantisiz,4399000
Volvo, S60,B5 Awd 250hp Inscription Plus Geartronic,2021,53700, Hibrit, Tiptronic, Garantisiz,2368750
Volkswagen, Passat Alltrack,2.0 Tdi 200ps Scr Alltrack 4m Dsg,2021,6366, Dizel, Tiptronic, Garantisiz,2580000
Volkswagen, Passat,1.5 Tsi Act 150 Ps Elegance Dsg,2021,53186, Benzin, Tiptronic, Garantisiz,2175000
Volkswagen, Tiguan,1.5 Tsi Act 150 Ps R-line Dsg,2021,153600, Benzin, Tiptronic, Garantisiz,1930000
Volkswagen, Caravelle,Comfortline 2.0 Tdi 8+1 Uzun 150 Ps Dsg,2021,52456, Dizel, Tiptronic, Garantisiz,1905500
Volkswagen, Tiguan,1.5 Tsi Act 150 Ps Elegance Dsg,2021,85686, Benzin, Tiptronic, Garantisiz,1839750
Volkswagen, Tiguan,1.5 Tsi Act 150 Ps Life Dsg,2021,65118, Benzin, Tiptronic, Garantisiz,1625000
Volkswagen, Tiguan,1.5 Tsi Act 150 Ps Life Dsg,2021,45500, Benzin, Tiptronic, Garantisiz,1575000
Volkswagen, Golf,1.5 Etsi 150ps Style Dsg,2021,61688, Hibrit, Tiptronic, Garantisiz,1550000
Volkswagen, Tiguan,1.5 Tsi Act 150 Ps Life Dsg,2021,110341, Benzin, Tiptronic, Garantisiz,1544000
Volkswagen, Golf,1.5 Etsi 150ps Style Dsg,2021,47350, Hibrit, Tiptronic, Garantisiz,1538000
Volkswagen, T-roc,1.5 Tsi Act 150 Ps Highline Dsg,2021,23279, Benzin, Tiptronic, DS Garantisi,1525000
Volkswagen, T-roc,1.5 Tsi Act 150 Ps Highline Dsg,2021,58575, Benzin, Tiptronic, Garantisiz,1525000
Volkswagen, Passat,1.5 Tsi Act 150 Ps Business Dsg,2021,106000, Benzin, Tiptronic, Garantisiz,1495000
Volkswagen, Golf,1.0 Etsi 110ps Style Dsg,2021,55799, Hibrit, Tiptronic, Garantisiz,1489500
Volkswagen, Golf,1.0 Etsi 110ps Style Dsg,2021,62588, Hibrit, Tiptronic, Garantisiz,1489500
Volkswagen, Tiguan,1.5 Tsi Act 150 Ps Life Dsg,2021,52156, Benzin, Tiptronic, Garantisiz,1475000
Volkswagen, Golf,1.0 Etsi 110ps Life Dsg,2021,28043, Hibrit, Tiptronic, Garantisiz,1397000
Volkswagen, T-roc,1.5 Tsi Act 150 Ps Highline Dsg,2021,44474, Benzin, Tiptronic, Garantisiz,1360000
Volkswagen, Golf,1.0 Etsi 110ps Life Dsg,2021,58226, Hibrit, Tiptronic, Garantisiz,1359500
Volkswagen, Golf,1.0 Etsi 110ps Life Dsg,2021,56372, Hibrit, Tiptronic, Garantisiz,1359500
Volkswagen, Golf,1.0 Etsi 110ps Life Dsg,2021,76184, Hibrit, Tiptronic, Garantisiz,1339500
Volkswagen, Golf,1.0 Etsi 110ps Life Dsg,2021,78154, Hibrit, Tiptronic, Garantisiz,1339500
Volkswagen, Golf,1.0 Etsi 110ps Life Dsg,2021,57014, Hibrit, Tiptronic, Garantisiz,1335000
Volkswagen, Golf,1.0 Etsi 110ps Life Dsg,2021,69875, Hibrit, Tiptronic, Garantisiz,1325000
Volkswagen, Transporter,2.0 Tdi 150 Hp Windowvan Swb Dsg 4+1 K Euro 6,2021,103081, Dizel, Otomatik, Garantisiz,1320000
Volkswagen, Golf,1.0 Etsi 110ps Life Dsg,2021,48103, Hibrit, Tiptronic, Garantisiz,1319000
Volkswagen, Caddy,2.0 Tdi 122 Ps Style Dsg,2021,68984, Dizel, Tiptronic, Garantisiz,1299500
Volkswagen, Golf,1.0 Etsi 110ps Life Dsg,2021,44466, Hibrit, Tiptronic, Garantisiz,1260000
Volkswagen, Caddy,2.0 Tdi 122 Ps Life Dsg,2021,61810, Dizel, Tiptronic, Garantisiz,1230000
Volkswagen, Caddy,2.0 Tdi 122 Ps Style Dsg,2021,59160, Dizel, Tiptronic, Garantisiz,1220000
Volkswagen, Caddy,2.0 Tdi 122 Ps Style Dsg,2021,95460, Dizel, Tiptronic, Garantisiz,1212900
Volkswagen, Caddy,2.0 Tdi 122 Ps Style Dsg,2021,107223, Dizel, Tiptronic, Garantisiz,1210000
Volkswagen, Caddy,2.0 Tdi 122 Ps Style Dsg,2021,106734, Dizel, Tiptronic, Garantisiz,1208000
Volkswagen, Polo,1.0 Tsi 95 Ps Life Dsg,2021,17500, Benzin, Tiptronic, Garantisiz,1200000
Volkswagen, Caddy,2.0 Tdi 122 Ps Style Dsg,2021,86146, Dizel, Tiptronic, Garantisiz,1186000
Volkswagen, Caddy,2.0 Tdi 122 Ps Style Dsg,2021,104608, Dizel, Tiptronic, 3 Ay DOD Garantili,1180000
Volkswagen, Caddy,2.0 Tdi 122 Ps Life Dsg,2021,35707, Dizel, Tiptronic, Garantisiz,1147000
Volkswagen, Caddy,2.0 Tdi 122 Ps Life,2021,27240, Dizel, Manuel, Garantisiz,1142900
Volkswagen, Polo,1.0 Tsi 95 Ps Style Dsg,2021,40373, Benzin, Tiptronic, Garantisiz,1139500
Volkswagen, Caddy,2.0 Tdi 122 Ps Life Dsg,2021,137040, Dizel, Tiptronic, 3 Ay DOD Garantili,1099000
Volkswagen, Caddy,2.0 Tdi 122 Ps Life Dsg,2021,142248, Dizel, Tiptronic, Garantisiz,1088000
Volkswagen, Caddy,2.0 Tdi 122 Ps Impression Dsg,2021,35763, Dizel, Tiptronic, Garantisiz,1087500
Volkswagen, Caddy,2.0 Tdi 122 Ps Life Dsg,2021,84232, Dizel, Tiptronic, Garantisiz,1075000
Volkswagen, Golf,1.0 Tsi 110ps Impression,2021,51907, Benzin, Manuel, Garantisiz,1049900
Volkswagen, Polo,1.0 Tsi 95 Ps Comfortline Dsg,2021,65968, Benzin, Tiptronic, 3 Ay DOD Garantili,1038000
Toyota, Corolla,1.5 Dream Multidrive S,2021,56066, Benzin,Bilinmiyor, Garantisiz,1149500
Toyota, Corolla,1.5 Vision Multidrive S,2021,96775, Benzin,Bilinmiyor, Garantisiz,985000
Skoda, Superb,1.5 Tsi 150 Ps Dsg Act Prestige,2021,103464, Benzin, Tiptronic, Garantisiz,1829500
Skoda, Kodiaq,1.5 Tsi 150 Ps Act Dsg Premium,2021,75624, Benzin, Tiptronic, Garantisiz,1785000
Skoda, Kodiaq,1.5 Tsi 150ps Act Dsg Premium,2021,90747, Benzin, Tiptronic, Garantisiz,1784000
Skoda, Kodiaq,1.5 Tsi 150 Ps Act Dsg Prestige,2021,92349, Benzin, Tiptronic, Garantisiz,1779000
Skoda, Karoq,1.5 Tsi 150 Ps Act Dsg Prestige,2021,62623, Benzin, Tiptronic, Garantisiz,1640000
Skoda, Superb,1.5 Tsi 150 Ps Dsg Act Premium,2021,152251, Benzin, Tiptronic, Garantisiz,1469900
Skoda, Superb,1.5 Tsi 150 Ps Dsg Act Elite,2021,91750, Benzin, Tiptronic, 3 Ay DOD Garantili,1435000
Skoda, Scala,1.0 Tsi 110 Ps Dsg Premium,2021,7776, Benzin, Tiptronic, Garantisiz,1310000
Skoda, Octavia,Elite 1.0 Tsi E-tec 110 Ps Dsg,2021,61682, Hibrit, Tiptronic, Garantisiz,1289500
Skoda, Octavia,Elite 1.0 Tsi E-tec 110 Ps Dsg,2021,72649, Hibrit, Tiptronic, Garantisiz,1279500
Skoda, Fabia,1.0 Tsi 95 Ps Dsg Premium,2021,38000, Benzin, Tiptronic, Garantisiz,969950
Seat, Ateca,1.5 Ecotsi Act 150 Hp Dsg S&s Fr,2021,20842, Benzin, Tiptronic, Garantisiz,1725000
Seat, Leon,1.0 E Tsi 110 Hp Dsg S&s Style,2021,10015, Benzin, Tiptronic, Garantisiz,1370000
Seat, Leon,1.0 E Tsi 110 Hp S&s Dsg Style Plus,2021,79268, Hibrit, Tiptronic, Garantisiz,1219500
Seat, Arona,1.0 Eco Tsi 110 Hp Dsg S&s Style Plus,2021,10259, Benzin, Tiptronic, Garantisiz,1165000
Seat, Arona,1.0 Eco Tsi 110 Hp Dsg S&s Style Plus,2021,50780, Benzin, Tiptronic, 3 Ay DOD Garantili,1087900
Seat, Ibiza,1.0 Eco Tsi 110 Hp Dsg S&s Style,2021,23819, Benzin, Tiptronic, Garantisiz,1010000
Renault, Megane,Sedan Icon 1.3 Tce 140 Bg Edc,2021,98441, Benzin, Tiptronic, 3 Ay DOD Garantili,1318000
